Rank,SKU,Product_Name,Product_Type,Vendor,Revenue,Quantity,Avg_Price,Order_Count,Current_Price,Current_Inventory,Status
1962,GUIDEPROTECTION-8,Guide Package Protection - $15.68,Shipping Protection,Guide,31.36,2,15.68,2,15.68,-2,ARCHIVED
1963,BMLARDXLMG,Liz-ARD XL - Memphis Green,Craws & Creatures,Bassmooch,30.18,6,5.03,4,5.59,179,ACTIVE
1964,FSHADZ4-54PK8,Finesse ShadZ - Shiner,Finesse baits,Z-Man Fishing Products,30.0,6,5.0,6,5.00,0,DRAFT
1965,32272,Hot Shot Minnow - Minnow Magic,Soft Swimbaits,X Zone Lures,30.0,6,5.0,4,5.99,0,ACTIVE
1966,GOGKCCAL,Googan Krackin' Craw - 4'' 7pk - California Craw,Craws & Creatures,,30.0,6,5.0,6,,,
1967,GOGKC3OKE,Googan Krackin' Craw - 3'' 10pk - Okeechobee Craw,Craws & Creatures,,30.0,6,5.0,4,,,
1968,GOGLL4JUN,Googan Squad Lunker Log - JuneBug,Worms,Googan Baits,30.0,6,5.0,6,5.00,0,DRAFT
1969,MB-WSHIRT-CLASSIC-GREY-S,Women’s Classic Logo Tee - S,Apparel,MONSTERBASS,30.0,2,15.0,2,10.00,0,ARCHIVED
1970,SE3018-03PK3,Swimbait Eye Jigheads - 1/8oz / Glow,Jig Heads,Z-Man Fishing Products,30.0,6,5.0,6,5.00,0,ARCHIVED
1971,HYLSMWP2.75BKS,Minwaow - Black Shiner,Soft Swimbaits,A Band of Anglers,30.0,4,7.5,4,7.50,0,ARCHIVED
1972,SW-111,"5"" Stick Worm - Light Green Pumpkin Blue Tip",Worms,Bruiser Baits,30.0,6,5.0,5,5.00,0,DRAFT
1973,MB-WSHIRT-CLASSIC-GREY-XL,Women’s Classic Logo Tee - XL,Apparel,MONSTERBASS,30.0,3,10.0,3,10.00,0,ARCHIVED
1974,BH-UVLONG-SILVER-4XL,Basshik UV Sunshirt - 4X,UV Protection,Basshik,30.0,3,10.0,2,10.00,0,ARCHIVED
1975,BH-UVLONG-SILVER-XL,Basshik UV Sunshirt - XL,UV Protection,Basshik,30.0,3,10.0,3,10.00,-3,ARCHIVED
1976,BH-UVLONG-SILVER-S,Basshik UV Sunshirt - S,UV Protection,Basshik,30.0,3,10.0,3,10.00,0,ARCHIVED
1977,BSTICK-325PK6,Bang Stickz - MudBug,Baits,Z-Man Fishing Products,30.0,6,5.0,5,5.00,0,ARCHIVED
1978,MB-HOODIE-RETRO-GREY-XL,Retro Logo Hoodie (L-XL) - XL / Grey,Hoodies & Outerwear,MONSTERBASS,30.0,1,30.0,1,30.00,0,ARCHIVED
1979,MLF-356,Hardcore Shad - Hot Tiger,Crankbaits,Yo-Zuri,30.0,3,10.0,1,10.00,0,ACTIVE
1980,MB-TSDSW-316-2,Tungsten Skinny Drop Shot Weights - Wedge / 3/16 oz - 2 pack,Tungsten,MONSTERBASS,30.0,5,6.0,2,4.59,838,ARCHIVED
1981,sku-39368295415869,Kastking Zephyr - XCR Ultra Ceramic,Fishing Reel Accessories,Spool Hi-Speed Bearings,30.0,1,30.0,1,30.00,17734,ACTIVE
1982,sku-46811737129268,Jerky Variety Pack: The Sweet 16 Bundle,Beef Jerky,Ranch Hand Provisions,29.99,1,29.99,1,29.99,0,ARCHIVED
1983,ENT-GER-USE,Entrenching Tool - GERBER / USED,Entrenching Tool,Forest City Supply,29.99,1,29.99,1,29.99,35,ACTIVE
1984,BEYOND-NET,Beyond Braid Floating Fishing Net with Handle,Fishing Tools,Beyond Braid,29.99,1,29.99,1,29.99,2107,ARCHIVED
1985,H15SDR903,Hunter 1.5 Squarebill - Sexy Shad,Squarebill,GRANDEBASS,29.97,3,9.99,3,9.99,11,ACTIVE
1986,H15SDR901,Hunter 1.5 Squarebill - Blue Chartreuse,Squarebill,GRANDEBASS,29.97,3,9.99,2,9.99,0,ACTIVE
1987,H15SDR907,Hunter 1.5 Squarebill - Craw Blaze,Squarebill,GRANDEBASS,29.97,3,9.99,2,9.99,9,ACTIVE
1988,H15SDR910,Hunter 1.5 Squarebill - Pumkpin Pie,Squarebill,GRANDEBASS,29.97,3,9.99,2,9.99,11,ACTIVE
1989,MINNOBI-DMO-21-01-28,Minnobi 3.3 - Dark Melon Orange,,Xcite Baits,29.95,5,5.99,5,5.99,0,ARCHIVED
1990,MJFO34-BRU,Ike's Flip Out Jig - 3/4 oz. - Bruiser,Jig Heads,Missile Baits,29.95,5,5.99,2,5.99,0,ACTIVE
1991,MJFO34-SBG,Ike's Flip Out Jig - 3/4 oz. - Super Bug,Jig Heads,Missile Baits,29.95,5,5.99,4,5.99,0,ACTIVE
1992,SWMCRW4-304,Vicious Fishing Candy Craw - Black & Blue,Craws & Creatures,Vicious Fishing,29.95,5,5.99,5,5.99,95,ACTIVE
1993,SWMCRW4-314,Vicious Fishing Candy Craw - Green Pumpkin,Craws & Creatures,Vicious Fishing,29.95,5,5.99,5,5.99,135,ACTIVE
1994,TRD4-320PK6,"Big TRD - 4"" / The Deal",Worms,Z-Man Fishing Products,29.94,6,4.99,5,5.49,0,DRAFT
1995,MB-FLAG-GREY-S,Made In America Tee (Small) - S,Apparel,MONSTERBASS,29.85,3,9.95,3,9.95,0,ARCHIVED
1996,SB05-TSO,Sunny B Crankbait - Tennessee Shad\Orange Belly,Crankbaits,Bagley,29.85,3,9.95,2,9.95,0,DRAFT
1997,PSBTS07-BCSD,Bagley Twinspin - Blue Chartreuse Shad,Buzzbaits,Bagley,29.85,3,9.95,3,9.95,0,ACTIVE
1998,BB1-CRCW,Balsa B - Crusty Crawdad,Squarebill,Bagley,29.85,3,9.95,3,9.95,0,ARCHIVED
1999,BYHKK1227,One Knocker - 1/2oz / Yellow Perch,Lipless Crankbait,Booyah,29.5,4,7.38,4,7.00,0,ARCHIVED
2000,gold-0824,August 2024 - Gold,Subscription Box,MONSTERBASS,29.0,1,29.0,1,29.00,0,ARCHIVED
2001,gold-0924,Sept 2024 - Gold,Subscription Box,MONSTERBASS,29.0,1,29.0,1,29.00,0,ARCHIVED
2002,MB-PDSP-BLK-M,MONSTERBASS Sweatpants - Black / M,Hoodies & Outerwear,MONSTERBASS,29.0,1,29.0,1,29.00,-1,ARCHIVED
2003,MB-PDSP-BLK-S,MONSTERBASS Sweatpants - Black / S,Hoodies & Outerwear,MONSTERBASS,29.0,1,29.0,1,29.00,0,ARCHIVED
2004,AC1005,"Hinged Grate - 18.5"" Pit Barrel Cooker",BBQ Accessories,Pit Barrel Cooker,28.99,1,28.99,1,28.99,604,ACTIVE
2005,LHP BS 402,Swim Bento - Ghost,Soft Swimbaits,Lunkerhunt,28.0,4,7.0,3,5.89,0,ARCHIVED
2006,39121NP-BR-2/0-6U,2/0 Offset Worm Hooks,Hooks,Mustad,28.0,8,3.5,7,3.50,0,ARCHIVED
2007,IMPOP05,Impact Crush - Lily Pad,Topwater,Lunkerhunt,28.0,4,7.0,4,7.00,0,ARCHIVED
2008,STICKER-SKEL,Wavy Days Sticker,Stickers,MONSTERBASS,28.0,14,2.0,10,2.00,0,ARCHIVED
2009,gold-0525,REPLACEMENT - GOLD - MAY 2025,,MONSTERBASS,28.0,17,1.65,17,0.00,0,DRAFT
2010,BSCH-BB-2022-7WE,6 pcs Busch Light Fishing Bobbers - Premium Fishing Tackle,Fishing Floats & Bobbers,Southern Bell Brands,27.99,1,27.99,1,34.99,600,ACTIVE
2011,ALSBDW-BO-7-1,Mustad Arm Lock Double Willow Spinnerbait - Black & Orange,Spinnerbaits,Mustad,27.98,4,7.0,4,5.49,-1,ACTIVE
2012,Misc-SKRES,Misc Strike King Red Eye Shad,,Strike King,27.96,4,6.99,4,6.99,0,DRAFT
2013,1670-550,Rattlesnake'O,Worms,GRANDEBASS,27.96,4,6.99,3,6.99,0,ACTIVE
2014,1250-520,"NEW: Kickback Shad 3.75"" - Goby",Soft Swimbaits,GRANDEBASS,27.96,4,6.99,4,6.99,389,ACTIVE
2015,MISC-BBBR,Scentsation Ramtail 35 - Misc Colors,Craws & Creatures,Big Bite Baits,27.96,4,6.99,2,6.99,404,ACTIVE
2016,YAM-7GL-05-925,Yamamoto Kut Tail Worm - Green Pumpkin Red Flake,Worms,Gary Yamamoto,27.96,4,6.99,4,6.99,0,ACTIVE
2017,YAM-136-07-417,Cowboy - Blue W/Large Black Flakes,Craws & Creatures,Gary Yamamoto,27.96,4,6.99,3,6.99,54,ACTIVE
2018,30050BLCK8,8 Strand Braided Fishing Line Series - Super Sleek & Smooth Braided Fishing Line - High Performance Fishing Line For Saltwater & Freshwater - 300 Yards / 50lb / Blackout - No Fade,Braid,Beyond Braid,27.95,1,27.95,1,27.95,389,ACTIVE
2019,30040BLCK8,8 Strand Braided Fishing Line Series - Super Sleek & Smooth Braided Fishing Line - High Performance Fishing Line For Saltwater & Freshwater - 300 Yards / 40lb / Blackout - No Fade,Braid,Beyond Braid,27.95,1,27.95,1,27.95,409,ACTIVE
2020,30015BU8,"Braided Fishing Line - 300 Yards, Pro Grade Performance for Saltwater & Freshwater- Beyond Braid - Bahama Blue 8X / 15LB",Braid,Beyond Braid,27.95,1,27.95,1,25.95,256,ACTIVE
2021,11519-15-TR,Tracer Crappie Tube,Panfish Baits,Mizmo Baits,27.5,11,2.5,9,2.50,57,ACTIVE
2022,GP-PROTECT-11,Guaranteed Shipping Protection - Level 11,Protection,MONSTERBASS,27.44,1,27.44,1,27.44,-1,ACTIVE
2023,BG2SM219-15,Swimmin' Minnow,Panfish Baits,Bobby Garland,27.0,6,4.5,6,4.50,0,ARCHIVED
2024,XB-5-COP-GRN,XB-5 Crankbait - Copper Green Shad,Crankbaits,Xcite Baits,27.0,3,9.0,3,9.00,0,ARCHIVED
2025,860ZS 2-MB,Light Wire Blue Aberdeen,Hooks,TTI,27.0,9,3.0,6,3.00,421,ACTIVE
2026,3WM-02,Warmouth - SS Shad,Soft Swimbaits,Big Bite Baits,27.0,6,4.5,6,4.50,0,DRAFT
2027,MLF-352,Hardcore Crank SR 65F Squarebill - Natural Bluegill,Crankbaits,Yo-Zuri,27.0,3,9.0,3,9.00,0,ACTIVE
2028,CB-1,Create A Bait - Slick Stick 99 Blank,Crankbaits,MONSTERBASS,26.98,5,5.4,4,5.99,319,ACTIVE
2029,LC-6161-5,Captain Slayhab - Delta Craw,Panfish Baits,LUNKERCANDY,26.97,3,8.99,3,8.99,0,DRAFT
2030,LL-SD6-DC,Sugar Daddy 6 - Delta Craw,Crankbaits,LUNKERCANDY,26.97,3,8.99,3,8.99,0,ARCHIVED
2031,CT5-7-11,Squarebill Crankbait - 5-7' Diver / Silver Shad,Squarebill,Ark Fishing,26.97,3,8.99,3,8.99,38,ACTIVE
2032,CT5-7-14,Squarebill Crankbait - 5-7' Diver / Mystic Gizzard,Squarebill,Ark Fishing,26.97,3,8.99,3,8.99,45,ACTIVE
2033,CT5-7-17,Squarebill Crankbait - 5-7' Diver / Ghost Sexy Shad,Squarebill,Ark Fishing,26.97,3,8.99,2,8.99,44,ACTIVE
2034,SBFT14-05,Z-Man Sling Bladez Power Finesse Indiana/Colorado & Double Willow Spinnerbait - Indiana & Colorado Blades / 1/4oz / Mouserat,Spinnerbaits,Z-Man Fishing Products,26.97,3,8.99,3,8.99,0,ARCHIVED
2035,SBFT38-05,Z-Man Sling Bladez Power Finesse Indiana/Colorado & Double Willow Spinnerbait - Indiana & Colorado Blades / 3/8oz / Mouserat,Spinnerbaits,Z-Man Fishing Products,26.97,3,8.99,3,8.99,0,ARCHIVED
2036,CT5-7-15,Squarebill Crankbait - 5-7' Diver / AU Pro Blue,Squarebill,Ark Fishing,26.97,3,8.99,2,8.99,43,ACTIVE
2037,B8-HH,Heavy Hitt'R,Topwater Plopper,B8 Lab,26.97,3,8.99,3,8.99,0,ARCHIVED
2038,PTCR-6,Crusher DT-6,,,26.97,3,8.99,3,,,
2039,PTCR-4-buttercraw,Head Banger DT-4 - Butter Craw,Crankbaits,Brand X,26.97,3,8.99,3,8.99,0,ARCHIVED
2040,PTCR-6-splattershad,Head Banger DT-6 - Splatter Shad,Crankbaits,Brand X,26.97,3,8.99,3,9.99,0,ACTIVE
2041,PTCR-8-perch,Head Banger DT-8 - Perch,Crankbaits,Brand X,26.97,3,8.99,2,8.99,0,ARCHIVED
2042,STRK375-57PK6,"Streakz 3.75"" - 3.75 / Smoky Shad",Soft Swimbaits,Z-Man Fishing Products,26.94,6,4.49,6,5.49,0,DRAFT
2043,ESH-HATBLACK,ESH Black Hat,Apparel,Outdoor Hunting Lab,26.88,1,26.88,1,24.95,6,ACTIVE
2044,S6-23,Seeker 6 v2.0 - Crawlicious,Crankbaits,MONSTERBASS,26.57,3,8.86,3,8.00,-3,ACTIVE
2045,LC-6160-4p,Slabasaurus Rex - 4 Pack,Tackle Bundle,LUNKERCANDY,26.0,1,26.0,1,26.00,0,ARCHIVED
2046,810067072557,The Shocker - Crackle Belly Frog,Crankbaits,Raptor Lures,26.0,2,13.0,2,13.00,0,ARCHIVED
2047,810067072571,The Shocker - Firetiger,Crankbaits,Raptor Lures,26.0,2,13.0,2,13.00,0,ARCHIVED
2048,LL-16,Primetyme CB 1.5 - True Bream,Crankbaits,,25.98,2,12.99,2,,,
2049,LL-11,JerkMaster 121 - Gold Digger,Jerkbaits,Livingston Lures,25.98,2,12.99,2,12.99,0,DRAFT
2050,LL-SM-736,LIvingston School Master - misc skus,,Livingston Lures,25.98,2,12.99,2,12.99,0,DRAFT
2051,LL-15,Primetyme CB 1.5 - Spring Craw,Crankbaits,Livingston Lures,25.98,2,12.99,2,12.99,0,ARCHIVED
2052,LS6-46PK8,Long ShotZ - Green Pumpkin,Baits,Z-Man Fishing Products,25.96,4,6.49,3,6.49,0,ARCHIVED
2053,GOGBBBLU,Googan Bandito Bug - 4'' 7pk - Blue Baby,Craws & Creatures,Googan Baits,25.59,5,5.12,3,5.59,0,ARCHIVED
2054,GP-PROTECT-6,Guaranteed Shipping Protection - Level 6,Protection,MONSTERBASS,25.48,2,12.74,2,12.74,-2,ACTIVE
2055,PB4-12,Phat Boy Squarebill - Bone,Crankbaits,VEXAN®,25.47,3,8.49,3,9.99,188,ACTIVE
2056,GOGKC3BLU,Googan Krackin' Craw - 3'' 10pk - Blue Baby,Craws & Creatures,,25.0,5,5.0,3,,,
2057,MB-TSDSC-18-4,Tungsten Skinny Drop Shot Weights - Casting / 1/8 oz - 4 pack,Tungsten,MONSTERBASS,25.0,5,5.0,2,5.00,0,ACTIVE
2058,TS35-316PK6,Z-Man Trick ShotZ - Green Pumpkin Goby,Finesse baits,Z-Man Fishing Products,25.0,5,5.0,3,5.00,0,ARCHIVED
2059,GOGLL5FLM,Googan Squad Lunker Log - Flamin Hot,Worms,Googan Baits,25.0,5,5.0,5,5.00,0,DRAFT
2060,SE3038-02PK3,Swimbait Eye Jigheads - 3/8oz / Pearl,Jig Heads,,25.0,5,5.0,4,,,
2061,MB-UVLSH-BONE-XS,Mossy Oak Sunshirt (XS only) - XS,Hoodies & Outerwear,MONSTERBASS,25.0,1,25.0,1,25.00,0,ARCHIVED
2062,9663102_8929,Thicc-fil-A - Black Heather / 4XL,Shirts,MONSTERBASS.,25.0,1,25.0,1,25.00,9998,ACTIVE
2063,9663102_12878,Thicc-fil-A - Black Heather / 5XL,Shirts,MONSTERBASS.,25.0,1,25.0,1,25.00,9998,ACTIVE
2064,sku-45224695038090,Hot Box,Hot Sauce,Origin Trade Goods,25.0,1,25.0,1,25.00,0,ACTIVE
2065,CT5-7-06,Squarebill Crankbait - 5-7' Diver / Shiner,Squarebill,Ark Fishing,24.99,3,8.33,3,8.99,36,ACTIVE
2066,SHC-1/2G,Sweet Horseradish Pickle Chips - 1/2 GALLON,Pickles,Jersey Pickles,24.99,1,24.99,1,24.99,2105,ARCHIVED
2067,KSW12G-1,Whole Kosher Dill Pickles - 1/2 GALLON,Pickles,Jersey Pickles,24.99,1,24.99,1,24.99,490,ARCHIVED
2068,Jigbox - Suitcase SS,Jig Boxes with Foam Insert - Suitcase - Single Sided,Tackle Bags & Boxes,VEXAN®,24.99,1,24.99,1,24.99,0,ARCHIVED
2069,NH24036152-0,Nukem Double Up Bag - XL,Blind Bag,Nukem Hunting,24.99,1,24.99,1,24.99,768,ACTIVE
2070,LURE-848927094951,"Head Hunter 8"" - Black Perch / Perch Sound",Crankbaits,Livingston Lures,24.99,1,24.99,1,19.99,290,ACTIVE
2071,FCA-10-500-FBM,Reaction Tackle Braided Fishing Line - Fire Camo - NEW - 10lb / 500yds,Braid,Reaction Tackle,24.98,1,24.98,1,24.98,9,ARCHIVED
2072,KIDS-PAINT,Create a Bait Paint Set,Accessories,MONSTERBASS,24.95,5,4.99,3,4.99,0,ARCHIVED
2073,30030USA,"Braided Fishing Line - 300 Yards, Pro Grade Performance for Saltwater & Freshwater- Beyond Braid - Patriot - Red White Blue / 30LB",Braid,Beyond Braid,24.95,1,24.95,1,24.95,666,ACTIVE
2074,sku-51979511693628,**NEW** Xtreme Detachable Heater Body Suit Carrying Straps,Clothing,Killz Products,24.95,1,24.95,1,24.95,222,ACTIVE
2075,112LN-BK-OP,Richardson 112LN Ice Grey w/ Orange MONSTERBASS patch - Black w/ Orange,Hats,MONSTERBASS,24.95,1,24.95,1,25.00,21,ACTIVE
2076,112OPCO-RT-OP,Richardson 112PCO Realtree w/ Orange MONSTERBASS patch - Realtree w/ Orange,Hats,MONSTERBASS,24.95,1,24.95,1,25.00,21,ACTIVE
2077,30060BC,"Braided Fishing Line - 300 Yards, Pro Grade Performance for Saltwater & Freshwater- Beyond Braid - Blue Wave / 60LB",Braid,Beyond Braid,24.95,1,24.95,1,24.95,127,ACTIVE
2078,BMLARDXLTM,Liz-ARD XL - The Meeting,Craws & Creatures,Bassmooch,24.59,5,4.92,3,5.59,164,ACTIVE
2079,BBJ32-04,Big Bite Jig - 1/32 oz / Pink/Black Eye,Jig Heads,Big Bite Baits,24.5,7,3.5,7,3.50,63,ACTIVE
2080,GMIN-28PK6,Z-Man MinnowZ - Smelt,Soft Swimbaits,Z-Man Fishing Products,24.0,6,4.0,5,4.00,0,ACTIVE
2081,DBL-MS-MMLK,Magic Shad - Monkeymilk,Panfish Baits,Different Breed Lure,24.0,6,4.0,5,4.00,0,ARCHIVED
2082,SKNDA-DMNDTIP,Skandia Diamond Tip Tungsten Jig,Panfish Baits,K&E Tackle,24.0,8,3.0,6,3.00,109,ACTIVE
2083,4601054_12875,Monsterfish - Navy / 4XL,Shirts,MONSTERBASS.,24.0,1,24.0,1,24.00,9998,ACTIVE
2084,CB-EL38-05,Chatterbait Elite - 3/8oz / Bluegill,Bladed Jigs,Z-Man Fishing Products,24.0,3,8.0,3,8.00,0,ARCHIVED
2085,BH-SHIRT-BLACK-M,Basshik Logo - Black / M,Apparel,Basshik,24.0,2,12.0,2,12.00,-1,ARCHIVED
2086,BH-SHIRT-RED-S,Basshik Logo - Red / S,Apparel,Basshik,24.0,2,12.0,1,12.00,0,ARCHIVED
2087,XLFS14-15XL,Trilene XL Smooth Casting Filler Spool,Fishing Line,Berkley,24.0,3,8.0,3,8.00,33,ACTIVE
2088,6618872_12876,MONSTERBASS Logo Tee - Athletic Heather / 5XL,Shirts,MONSTERBASS.,24.0,1,24.0,1,24.00,9998,ACTIVE
2089,1546710_12872,MONSTER/BASS Tee - White / 5XL,Shirts,MONSTERBASS.,24.0,1,24.0,1,24.00,9998,ACTIVE
2090,1546710_12878,MONSTER/BASS Tee - Black Heather / 5XL,Shirts,MONSTERBASS.,24.0,1,24.0,1,24.00,9998,ACTIVE
2091,Sticker-ruler,Ruler Sticker,Stickers,MONSTERBASS,24.0,12,2.0,7,2.00,0,ARCHIVED
2092,sticker-dead1,The Deadliest Catch,Stickers,MONSTERBASS,24.0,12,2.0,8,2.00,404,ACTIVE
2093,8919990_12871,Largie Smalls - Black / 5XL,Shirts,MONSTERBASS.,24.0,1,24.0,1,24.00,9998,ACTIVE
2094,127-3,"Chicago Sauce, Chicago Fire Sauce, & Chicago Fry Sauce - 3 bottles (1 of each flavor)",Hot Sauce,Big Fork Brands,23.99,1,23.99,1,23.99,28,ACTIVE
2095,MB-SHIRT-CLASSIC-S-HDGREY,Classic Logo Tee - S / Heather Gray/White,Apparel,MONSTERBASS,23.98,2,11.99,2,9.99,-1,ARCHIVED
2096,LC-12-100-FBM,Reaction Tackle Lead Core Metered Trolling Braided Line - 12lb / 100yds / Lead Core,Braid,Reaction Tackle,23.98,1,23.98,1,23.98,234,ARCHIVED
2097,T2000S,Rebel Poppin Minnow - Bone,Topwater,Rebel,23.97,3,7.99,3,7.99,0,ARCHIVED
2098,T20562,Rebel Poppin Minnow - Chrome Silver,Topwater,Rebel,23.97,3,7.99,3,7.99,0,ARCHIVED
2099,MINNOBI-MX-21-01-26,Minnobi 3.3 - Mango X,,Xcite Baits,23.96,4,5.99,4,5.99,0,ARCHIVED
2100,SBTJZC-1/4,Spro Bucktail Jig - 1/4 / Zucchini,Bucktail Jig,SPRO,23.96,4,5.99,4,5.99,0,ACTIVE
2101,1704-500,Tungsten Shakey Jig Head - 5/0,Jig Heads,GRANDEBASS,23.96,4,5.99,3,5.99,174,ACTIVE
2102,TS5-351,"5"" Pro Stick - Green Pumpkin Red Flake",Worms,Vicious Fishing,23.96,4,5.99,4,5.99,108,ACTIVE
2103,TS5-302,"5"" Pro Stick - Watermelon Seed Red",Worms,Vicious Fishing,23.96,4,5.99,2,5.99,0,ACTIVE
2104,TS5-307,"5"" Pro Stick - Chartreuse Pepper",Worms,Vicious Fishing,23.96,4,5.99,2,5.99,7,ACTIVE
2105,810103812222,Tungsten Nail Weights - 3/32 oz,Tungsten,1st Contact Tungsten,23.94,6,3.99,4,3.99,292,ACTIVE
2106,810103812147,Tungsten Drop Shot Weights - Skinny - 1/2 oz,Tungsten,1st Contact Tungsten,23.85,3,7.95,1,7.95,32,ACTIVE
2107,RO4-807,"Rodent 4"" - Green Pumpkin Purple Swirl",Craws & Creatures,Strike King,23.8,4,5.95,4,5.95,0,ARCHIVED
2108,LL-31,Livingston Lures Walk N Pop 77 - Money Clown,Topwater,Livingston Lures,23.78,2,11.89,2,12.99,-1,DRAFT
2109,GUIDEPROTECTION-6,Guide Package Protection - $7.84,Shipping Protection,Guide,23.52,3,7.84,3,7.84,-3,ARCHIVED
2110,44FINSWIM-07,"Finesse Swimmer - 4.4"" / Baby Bream",Soft Swimbaits,Big Bite Baits,23.46,4,5.87,4,5.99,0,ARCHIVED
2111,MBQ45-WRC,Quiver 4.5 Watermelon Red Core,Worms,Missile Baits,23.45,5,4.69,3,4.69,19,ACTIVE
2112,3001-45-M-3X,M Nation Tee - 3X,Apparel,MONSTERBASS,23.0,1,23.0,1,23.00,0,ARCHIVED
2113,4601054_8928,Monsterfish - Black Heather / 3XL,Shirts,MONSTERBASS.,23.0,1,23.0,1,23.00,9998,ACTIVE
2114,1546710_8466,MONSTER/BASS Tee - Dark Grey Heather / 4XL,Shirts,MONSTERBASS.,23.0,1,23.0,1,23.00,9998,ACTIVE
2115,1546710_6954,MONSTER/BASS Tee - Athletic Heather / 4XL,Shirts,MONSTERBASS.,23.0,1,23.0,1,23.00,9998,ACTIVE
2116,6064336_6954,Fishing is Life - Athletic Heather / 4XL,Shirts,MONSTERBASS.,23.0,1,23.0,1,23.00,9998,ACTIVE
2117,8919990_15793,Largie Smalls - Maroon / 4XL,Shirts,MONSTERBASS.,23.0,1,23.0,1,23.00,9998,ACTIVE
2118,6064336_8446,Fishing is Life - Army / 4XL,Shirts,MONSTERBASS.,23.0,1,23.0,1,23.00,9998,ACTIVE
2119,8097285_19408,Retro Logo Tee - White / 2XL,Shirts,MONSTERBASS.,23.0,1,23.0,1,23.00,9998,ACTIVE
2120,FINSTK2.75-304,"2.75"" Ned Candy - Black & Blue",Soft Swimbaits,Vicious Fishing,22.96,4,5.74,4,4.99,0,ACTIVE
2121,30020MC,Moss Camo 300-2000 Yard Spools - 300 Yards / 20lb,Braid,Beyond Braid,22.95,1,22.95,1,24.95,987,ACTIVE
2122,DS-2TT-FT,Twin Tail,Panfish Baits,Dockside Custom Baits,22.5,5,4.5,4,4.50,0,ARCHIVED
2123,640265231179,Waxy Jr. - Hot Pink,Panfish Baits,Widow Maker Lures,22.5,9,2.5,9,2.50,0,ARCHIVED
2124,JJ-GP,Jerky J - Green Pumpkin,Soft Swimbaits,Castaic,22.47,3,7.49,3,7.49,0,ARCHIVED
2125,BMBB-AC,Brawler Bug 3.5 - Alabama Craw,Craws & Creatures,Bassmooch,22.36,4,5.59,4,5.59,0,ACTIVE
2126,BMLARDRLTM,Liz-ARD RL - The Meeting,Craws & Creatures,Bassmooch,22.36,4,5.59,4,5.59,79,ACTIVE
2127,BW8-108,KVD Bull Worm - Blue Craw,Worms,Strike King,22.0,4,5.5,4,5.50,0,DRAFT
2128,GT425-370PK3,Billy Goat - Fire Craw,Craws & Creatures,Z-Man Fishing Products,22.0,4,5.5,4,5.50,0,ARCHIVED
2129,4601054_8499,Monsterfish - Heather Midnight Navy / 2XL,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2130,4601054_4109,Monsterfish - Maroon / XL,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2131,MB-SHIRT-RR-BLKH-3X,River Rat Tee - 3X,Shirts,MONSTERBASS,22.0,2,11.0,2,22.00,-2,ACTIVE
2132,4601054_8927,Monsterfish - Black Heather / 2XL,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2133,4601054_4115,Monsterfish - Navy / 2XL,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2134,4601054_4063,Monsterfish - Cardinal / L,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2135,4601054_8497,Monsterfish - Heather Midnight Navy / L,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2136,4601054_8496,Monsterfish - Heather Midnight Navy / M,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2137,CTHMP510,Cane Thumper - Pearl,Soft Swimbaits,Big Bite Baits,22.0,4,5.5,4,5.50,0,ARCHIVED
2138,8919990_15792,Largie Smalls - Maroon / 3XL,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2139,4601054_8495,Monsterfish - Heather Midnight Navy / S,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2140,8919990_6953,Largie Smalls - Athletic Heather / 3XL,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2141,4601054_4032,Monsterfish - Asphalt / M,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2142,8097285_19400,Retro Logo Tee - Black / L,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2143,6064336_6953,Fishing is Life - Athletic Heather / 3XL,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2144,4601054_4064,Monsterfish - Cardinal / XL,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2145,9663102_4012,Thicc-fil-A - White / M,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2146,1546710_5294,MONSTER/BASS Tee - White / 3XL,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2147,4601054_9569,Monsterfish - Heather Midnight Navy / XS,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
2148,4601054_4019,Monsterfish - Black / XL,Shirts,MONSTERBASS.,22.0,1,22.0,1,22.00,9998,ACTIVE
